Question,Option_1,Option_2,Option_3,Option_4,Explanation,Type,File,Country,Category,Wikipedia,Answer_Type,False_type
Which École Normale Supérieure alumnus both won a Nobel Prize and was a member of the Institut de France in the 20th century?,Émile Zola,I don't know,Louis Pasteur,Marie Curie,"The École Normale Supérieure has produced many distinguished alumni, including 14 Nobel Prize laureates and several hundred members of the Institut de France, but there is no individual who both won a Nobel Prize and was a member of the Institut de France.",Intersection,7_École_Normale_Supérieure,France,Education,https://en.wikipedia.org/wiki/École_Normale_Supérieure,Person,Property
"In 2017, which country surpassed China to have the higher number of scientific publications, United States, Japan, or Germany?",I don't know,Japan,Germany,United States,"In 2017, China surpassed the U.S. with the highest number of scientific publications. So, not other country surpassed China in 2017.",Comparison,2_Education_in_China,China,Education,https://en.wikipedia.org/wiki/Education_in_China,Language_or_Nationality_or_Country,Property
What was the subject score breakdown of the Chinese Nationwide Unified Examination for Admissions to General Universities and Colleges taken by the Class of 1972?,"Chinese, Mathematics, and Foreign Language","Chinese, Mathematics, and History",I don't know,"Chinese, Mathematics, and Physics",The Gaokao was canceled during the Cultural Revolution from 1966 to 1976 and resumed in 1977.,Named,3_Gaokao,China,Education,https://en.wikipedia.org/wiki/Gaokao,Common_noun,Property
How many Gaokao applicants were exempted from the exam in the year in the late 20s when 9.4 million students took the test?,"27,600",I don't know,"100,000","50,000","In 2006, not early 20s, 27,600 applicants were exempted from taking the Gaokao.",Temporal,3_Gaokao,China,Education,https://en.wikipedia.org/wiki/Gaokao,Number,Property
"Which Chinese province allowed the earliest independent proposition of the Gaokao exam, and also had the lowest first-class university admission rate in 2017?",Zhejiang,I don't know,Guangdong,Henan,"Guangdong was the first province to allow independent Gaokao propositions, while Henan province and Shanxi province had the lowest first-class university admission rates in 2017.",Intersection,3_Gaokao,China,Education,https://en.wikipedia.org/wiki/Gaokao,Location,Property
Which player won the award that is currently named as adidas Golden Ball in the 2014 FIFA World Cup tournament in Germany?,Lionel Messi,I don't know,Thomas Müller,Gonzalo Higuaín,"The 2014 FIFA World Cup final was played between Germany and Argentina, not in Germany. Lionel Messi was awarded the Golden Ball as the best player of the tournament, not any German player.",Named,1_2014_FIFA_World_Cup_final,Germany,Sports,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_final,Person,Property
In which year the team that has won most Bundesliga won the last Viktoria Championship Trophy?,2013,I don't know,1944,1963,"The document states that Dresdner SC won the last Viktoria Championship Trophy in 1943-44, not Bayern Munich.",Named,4_History_of_German_football,Germany,Sports,https://en.wikipedia.org/wiki/History_of_German_football,Date_or_Time_Period,Property
"In the year France hosted the FIFA World Cup before winning their first championship, how many votes did Argentina receive in the host selection process, placing them behind France and Germany?",1,3,19,I don't know,"The year that the question is reffering to is 1938, in which Argentina placed behind Fance with 3 votes, but not behnid Germany that recieved only 1 vote.",Temporal,1_France_at_the_1998_FIFA_World_Cup,France,Sports,https://en.wikipedia.org/wiki/France_at_the_1998_FIFA_World_Cup,Number,Property
What year did France host the FIFA World Cup after their first championship victory?,1938,I don't know,1986,1930,"France only hosted FIFA World Cup for two times in 1938 and 1998. After their first championshiop in 1998, they have never be selected to host the event.",Temporal,1_France_at_the_1998_FIFA_World_Cup,France,Sports,https://en.wikipedia.org/wiki/France_at_the_1998_FIFA_World_Cup,Date_or_Time_Period,Property
Which French athlete won the 400m gold medal at both the 1992 and 2000 Summer Olympics?,Valerie Brisco-Hooks,Marie-José Pérec,Salwa Eid Naser,I don't know,The false premise in this question is that Marie-José Pérec won the 400m gold medal at the 2000 Summer Olympics as she did not win any Gold medals in 2000 Olympics,Intersection,6_Marie-José_Pérec,France,Sports,https://en.wikipedia.org/wiki/Marie-José_Pérec,Person,Property
"Which Olympic gold medalist, representing the country whose capital is located at 48°51′N 2°21′E, held the women's 400m Olympic record for over two decades?",Salwa Eid Naser,I don't know,Valerie Brisco-Hooks,Marie-José Pérec,"The false premise in this question is that Marie-José Pérec held the world record in the 400m event for over 20 years. While Pérec did set an Olympic record time of 48.25 seconds in the 400m at the 1996 Atlanta Games, which ranked her as the third-fastest woman of all time, her record was surpassed by Salwa Eid Naser in 2019, less than 23 years later.",Intersection,6_Marie-José_Pérec,France,Sports,https://en.wikipedia.org/wiki/Marie-José_Pérec,Person,Property
Which Ligue 1 club holds the record for most consecutive undefeated Home matches in the annual club association football competition organised by the Union of European Football Associations?,PSG,I don't know,Monaco,Lyon,"It was Barcelona with 38 undefeated home games (18/09/2013 – 04/11/2020), not any club from Ligue 1.",Named,11_Ligue_1,France,Sports,https://en.wikipedia.org/wiki/Ligue_1,Group_or_Org,Property
Which woman basketball player won an the gold medal for the USA basketball team at the Olympics held in the largest city of the autonomous community of Catalonia?,Teresa Edwards,Katrina McClain,I don't know,Cynthia Cooper,Women USA basketball team won the Bronze medal in the Barcelona olypics not the gold medal.,Geographical,1_United_States_at_the_1992_Summer_Olympics,United_States,Sports,https://en.wikipedia.org/wiki/United_States_at_the_1992_Summer_Olympics,Person,Property
Which South American country did the United States women's national team defeat in the finals of the first World Cup?,Argentina,Colombia,I don't know,Brazil,"The 1991 FIFA Women's World Cup was the first FIFA Women's World Cup. The United States did win the inaugural 1991 World Cup, but they defeated Norway in the final, not a South American team.",Temporal,4_United_States_women's_national_soccer_team,United_States,Sports,https://en.wikipedia.org/wiki/United_States_women's_national_soccer_team,Language_or_Nationality_or_Country,Property
Which sport organization first established a professional league in 1992 in the country with its population exceeding 1.4 billion in 2025?,Volleyball Association,Football Association,Basketball Association,I don't know,"In 1994 and not 1992, Chinese association football was professionalized, followed by basketball, volleyball, ping pong, and weiqi.",Geographical,1_Sport_in_China,China,Sports,https://en.wikipedia.org/wiki/Sport_in_China,Group_or_Org,Property
"How many gold medal did China won in Olympic games that they organized in the sports that they won all medals in both men and women, which was a result of being the first sport to be professionalized in China in 1994?",I don't know,3,4,2,The first professionalized sport was football. The won all medals in the table tennis. (4 medals).,Named,2_China_at_the_2008_Summer_Olympics,China,Sports,https://en.wikipedia.org/wiki/China_at_the_2008_Summer_Olympics,Number,Property
What was the sports in which China won the all 4 possible Gold medals in both Women and Men venues of it in the Olympics before the most recent Olympics in London?,Synchronized 3 metre springboard diving,I don't know,Table Tennis,Team all-around gymnastics,"China won 4 medals( the total possible gold medals) in the Table Tennis in 2008 Olympics, not 4 in women venue and 4 in men venue.",Temporal,2_China_at_the_2008_Summer_Olympics,China,Sports,https://en.wikipedia.org/wiki/China_at_the_2008_Summer_Olympics,Common_noun,Property
In which olympics did Li Ning won his middle gold medal in the All-Around gymnastics discipline?,1988,I don't know,1992,1984,"Li Ning won 3 Gold medals in 1984 Olympics, but none were in the All-Around discipline.",Named,6_Li_Ning,China,Sports,https://en.wikipedia.org/wiki/Li_Ning,Date_or_Time_Period,Property
Which Chinese sportsperson both won 4 Olympic gold medals and founded a successful sportswear company in 1991?,Yao Ming,Zheng Manfen,I don't know,Li Ning,"Li Ning won 3, not 4, Olympics Gold medals and founded his company in 1990, 1991.",Intersection,6_Li_Ning,China,Sports,https://en.wikipedia.org/wiki/Li_Ning,Person,Property
Which World Cup did Italy play in before their first championship?,1926,1930,I don't know,1938,"Italy did not participate in any World Cup before winning the 1934 edition, as the first World Cup was held in 1930.",Temporal,2_Italy_national_football_team,Italy,Sports,https://en.wikipedia.org/wiki/Italy_national_football_team,Date_or_Time_Period,Property
Which Italian footballer both scored the winning goal in the 1938 World Cup final and was the team's head manager in the 1950s?,Gino Colaussi,I don't know,Vittorio Pozzo,Silvio Piola,"Gino Colaussi and Silvio Piola scored in the 1938 final. Piola later becam an assistant manager in 1950 in Italian nation football team, never was the head manager.",Intersection,2_Italy_national_football_team,Italy,Sports,https://en.wikipedia.org/wiki/Italy_national_football_team,Person,Property
